DropQ_0_GROUP_1,DropQ_0_1_RANK,DropQ_1_GROUP_1,DropQ_0_GROUP_2,DropQ_0_2_RANK,DropQ_1_GROUP_2,DropQ_0_GROUP_3,DropQ_0_3_RANK,DropQ_1_GROUP_3,DropQ_0_GROUP_4,DropQ_0_4_RANK,DropQ_1_GROUP_4,DropQ_0_GROUP_5,DropQ_0_5_RANK,DropQ_1_GROUP_5,DropQ_0_GROUP_6,DropQ_0_6_RANK,DropQ_1_GROUP_6,DropQ_0_GROUP_7,DropQ_0_7_RANK,DropQ_1_GROUP_7,DropQ_0_GROUP_8,DropQ_0_8_RANK,DropQ_1_GROUP_8,DropQ_0_GROUP_9,DropQ_0_9_RANK,DropQ_1_GROUP_9,PushQ_0_GROUP_1,PushQ_0_1_RANK,PushQ_1_GROUP_1,PushQ_0_GROUP_2,PushQ_0_2_RANK,PushQ_1_GROUP_2,PushQ_0_GROUP_3,PushQ_0_3_RANK,PushQ_1_GROUP_3,PushQ_0_GROUP_4,PushQ_0_4_RANK,PushQ_1_GROUP_4,PushQ_0_GROUP_5,PushQ_0_5_RANK,PushQ_1_GROUP_5,PushQ_0_GROUP_6,PushQ_0_6_RANK,PushQ_1_GROUP_6,PushQ_0_GROUP_7,PushQ_0_7_RANK,PushQ_1_GROUP_7,PushQ_0_GROUP_8,PushQ_0_8_RANK,PushQ_1_GROUP_8,PushQ_0_GROUP_9,PushQ_0_9_RANK,PushQ_1_GROUP_9,PullQ_0_GROUP_1,PullQ_0_1_RANK,PullQ_1_GROUP_1,PullQ_0_GROUP_2,PullQ_0_2_RANK,PullQ_1_GROUP_2,PullQ_0_GROUP_3,PullQ_0_3_RANK,PullQ_1_GROUP_3,PullQ_0_GROUP_4,PullQ_0_4_RANK,PullQ_1_GROUP_4,PullQ_0_GROUP_5,PullQ_0_5_RANK,PullQ_1_GROUP_5,PullQ_0_GROUP_6,PullQ_0_6_RANK,PullQ_1_GROUP_6,PullQ_0_GROUP_7,PullQ_0_7_RANK,PullQ_1_GROUP_7,PullQ_0_GROUP_8,PullQ_0_8_RANK,PullQ_1_GROUP_8,PullQ_0_GROUP_9,PullQ_0_9_RANK,PullQ_1_GROUP_9,scene,condition,CATCH2,CATCH3,invalid,ATESTQ_0_2_RANK,ATESTQ_0_4_RANK,ATESTQ_0_5_RANK,ATESTQ_1_1_RANK
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),The weight of the pushed thing,4.0,,The direction of movement of the pushed thing,1.0,,,,A surface/table/floor,The type of the thing being pushed (e.g. what object was it?),2.0,,The type of the other thing (e.g. what object was it?),3.0,,,,The color of the pushed thing,,,The color of the other thing,,,The apparent material of the pushed thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,250ms,Imagine a scene being described ,The weight of the object being pushed ,,2.0,1.0,3.0,1.0
,,The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),The size of the dropped thing,2.0,,The trajectory of the dropped thing,5.0,,,,A person who dropped the thing,,,The type of the thing being dropped (e.g. what object was it?),The type of the other thing (e.g. what object was it?),4.0,,The color of the dropped thing,3.0,,The color of the other thing,6.0,,The apparent material of the dropped thing,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,2000ms,imagine scene,"color, protectory, ",,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),2.0,,The size of the pulled thing,3.0,,The trajectory of the pulled thing,4.0,,,,A person who pulled the thing,The type of the thing being pulled (e.g. what object was it?),6.0,,The type of the other thing (e.g. what object was it?),1.0,,,,The color of the pulled thing,The color of the other thing,5.0,,,,The apparent material of the pulled thing,Pull,1000ms,to listen to an audio clip and say what parts were in my mental image of the event,the color of the other thing,,2.0,1.0,3.0,1.0
The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),1.0,,The size of the dropped thing,5.0,,,,The trajectory of the dropped thing,,,A person who dropped the thing,The type of the thing being dropped (e.g. what object was it?),4.0,,The type of the other thing (e.g. what object was it?),2.0,,,,The color of the dropped thing,,,The color of the other thing,The apparent material of the dropped thing,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,1000ms,Imagine dropping a thing next to an item,The color of an item,,2.0,1.0,3.0,1.0
The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),7.0,,The size of the dropped thing,6.0,,,,The trajectory of the dropped thing,A person who dropped the thing,4.0,,The type of the thing being dropped (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),2.0,,The color of the dropped thing,3.0,,,,The color of the other thing,The apparent material of the dropped thing,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,500ms,To imagine a scene and give info as to what I visually saw.,The trajectory of the object that was dropped,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),3.0,,,,The weight of the pushed thing,The direction of movement of the pushed thing,1.0,,,,A surface/table/floor,The type of the thing being pushed (e.g. what object was it?),4.0,,The type of the other thing (e.g. what object was it?),2.0,,The color of the pushed thing,6.0,,,,The color of the other thing,The apparent material of the pushed thing,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,1000ms,I had to imagine a scene of an item being pushed.,"direction of the item being pushed, weight, color, material it was made from, location, item that was pushing the thing, color of the other item",,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),4.0,,The weight of the pushed thing,5.0,,The direction of movement of the pushed thing,2.0,,A surface/table/floor,1.0,,The type of the thing being pushed (e.g. what object was it?),3.0,,,,The type of the other thing (e.g. what object was it?),,,The color of the pushed thing,,,The color of the other thing,,,The apparent material of the pushed thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,250ms,to create a mental image based on what was said and the audio and then complete a ranking task about what was imagined in the timeframe and denote what was not,the color of the item being pushed,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),4.0,,,,The weight of the pushed thing,The direction of movement of the pushed thing,3.0,,,,A surface/table/floor,The type of the thing being pushed (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),5.0,,The color of the pushed thing,2.0,,The color of the other thing,6.0,,,,The apparent material of the pushed thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,500ms,To imagine a scenario described by an audio.,the direction that the object was being pushed,,2.0,1.0,3.0,1.0
,,The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),The size of the dropped thing,4.0,,The trajectory of the dropped thing,2.0,,A person who dropped the thing,1.0,,The type of the thing being dropped (e.g. what object was it?),5.0,,,,The type of the other thing (e.g. what object was it?),The color of the dropped thing,3.0,,,,The color of the other thing,,,The apparent material of the dropped thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,250ms,imagine a thing being dropped near another thing and recall what I pictured,The things' trajectory,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),3.0,,,,The weight of the pushed thing,The direction of movement of the pushed thing,5.0,,A surface/table/floor,4.0,,The type of the thing being pushed (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),2.0,,,,The color of the pushed thing,,,The color of the other thing,,,The apparent material of the pushed thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,500ms,To imagine a scene and indicate whether items were a part of what we imagined or not.,The direction being pushed,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),3.0,,,,The weight of the pushed thing,The direction of movement of the pushed thing,6.0,,A surface/table/floor,7.0,,The type of the thing being pushed (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),2.0,,The color of the pushed thing,4.0,,The color of the other thing,5.0,,,,The apparent material of the pushed thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,1000ms,"Creating a mental image of the description in the audio, then ranking and listing properties of the image in my mind by what I thought about and what I did not.",The color of the object being pushed,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),The weight of the pushed thing,4.0,,The direction of movement of the pushed thing,1.0,,,,A surface/table/floor,The type of the thing being pushed (e.g. what object was it?),2.0,,The type of the other thing (e.g. what object was it?),3.0,,,,The color of the pushed thing,,,The color of the other thing,,,The apparent material of the pushed thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,500ms,imagine a scenario,weight of the object being pushed,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),5.0,,,,The size of the pulled thing,The trajectory of the pulled thing,3.0,,A person who pulled the thing,1.0,,The type of the thing being pulled (e.g. what object was it?),2.0,,The type of the other thing (e.g. what object was it?),4.0,,,,The color of the pulled thing,,,The color of the other thing,,,The apparent material of the pulled thing,Pull,500ms,Imagine a picture as it is being described to you. ,The person pulling the thing out. ,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),3.0,,,,The weight of the pushed thing,The direction of movement of the pushed thing,4.0,,A surface/table/floor,7.0,,The type of the thing being pushed (e.g. what object was it?),2.0,,The type of the other thing (e.g. what object was it?),1.0,,,,The color of the pushed thing,The color of the other thing,5.0,,The apparent material of the pushed thing,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,2000ms,I had to imagine something given a verbal description: pushing something with another thing.,the color of the thing,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),The weight of the pushed thing,2.0,,The direction of movement of the pushed thing,3.0,,A surface/table/floor,1.0,,The type of the thing being pushed (e.g. what object was it?),4.0,,,,The type of the other thing (e.g. what object was it?),,,The color of the pushed thing,,,The color of the other thing,,,The apparent material of the pushed thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,250ms,To imagine something told to me in the audio part that played about pushing something with something ,the color of the object,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),3.0,,The size of the pulled thing,4.0,,The trajectory of the pulled thing,5.0,,A person who pulled the thing,2.0,,The type of the thing being pulled (e.g. what object was it?),6.0,,The type of the other thing (e.g. what object was it?),1.0,,,,The color of the pulled thing,,,The color of the other thing,,,The apparent material of the pulled thing,Pull,2000ms,I had to listen to an audio and imagine what it said for 2 seconds. Then I had to do an organization task in relation to it.,The color of the object,,2.0,1.0,3.0,1.0
The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),1.0,,The size of the dropped thing,4.0,,The trajectory of the dropped thing,3.0,,A person who dropped the thing,2.0,,,,The type of the thing being dropped (e.g. what object was it?),,,The type of the other thing (e.g. what object was it?),,,The color of the dropped thing,,,The color of the other thing,,,The apparent material of the dropped thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,250ms,Imagining a dropped thing,The color of the dropped thing,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),5.0,,The size of the pulled thing,2.0,,,,The trajectory of the pulled thing,,,A person who pulled the thing,The type of the thing being pulled (e.g. what object was it?),3.0,,The type of the other thing (e.g. what object was it?),6.0,,The color of the pulled thing,1.0,,,,The color of the other thing,The apparent material of the pulled thing,4.0,,Pull,2000ms,List what we imagined and didn't in two boxes.,Color of object being pulled.,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),4.0,,The size of the pulled thing,2.0,,The trajectory of the pulled thing,5.0,,A person who pulled the thing,1.0,,,,The type of the thing being pulled (e.g. what object was it?),The type of the other thing (e.g. what object was it?),3.0,,,,The color of the pulled thing,,,The color of the other thing,,,The apparent material of the pulled thing,Pull,250ms,"I listened to audio and imagined pulling something out of another thing, however I did not have very long to do so. I then categorized certain things about the imagined scenario, such as the color of the thing, the trajectory of the thing being pulled out, the material the thing was made out of, into boxes. The boxes were if I did imagine it or if I didn't, and for the things I did, I ranked them, the highest being what I imagined first.  ",The trajectory of the thing being pulled out of the other thing.,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),3.0,,The size of the pulled thing,6.0,,The trajectory of the pulled thing,4.0,,,,A person who pulled the thing,The type of the thing being pulled (e.g. what object was it?),2.0,,The type of the other thing (e.g. what object was it?),1.0,,The color of the pulled thing,7.0,,The color of the other thing,8.0,,The apparent material of the pulled thing,5.0,,Pull,2000ms,"To listen to an audio, from it create a mental picture, then rank whether we saw certain elements.",The color of the thing pulled out the box,,2.0,1.0,3.0,1.0
,,The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),The size of the dropped thing,4.0,,The trajectory of the dropped thing,5.0,,A person who dropped the thing,1.0,,The type of the thing being dropped (e.g. what object was it?),3.0,,The type of the other thing (e.g. what object was it?),7.0,,The color of the dropped thing,6.0,,,,The color of the other thing,The apparent material of the dropped thing,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,1000ms,To imagine a scene,what was the item being dropped,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),3.0,,,,The size of the pulled thing,The trajectory of the pulled thing,2.0,,,,A person who pulled the thing,The type of the thing being pulled (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),6.0,,The color of the pulled thing,5.0,,The color of the other thing,4.0,,,,The apparent material of the pulled thing,Pull,250ms,how well one can image,color of the item ,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),6.0,,The size of the pulled thing,7.0,,The trajectory of the pulled thing,5.0,,,,A person who pulled the thing,The type of the thing being pulled (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),3.0,,The color of the pulled thing,2.0,,The color of the other thing,4.0,,,,The apparent material of the pulled thing,Pull,500ms,"I listened to a brief audio clip asking me to imagine an image. Then, I answered some questions about what I imagined.",The person doing the pulling,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),5.0,,The weight of the pushed thing,4.0,,The direction of movement of the pushed thing,1.0,,,,A surface/table/floor,The type of the thing being pushed (e.g. what object was it?),2.0,,The type of the other thing (e.g. what object was it?),3.0,,,,The color of the pushed thing,,,The color of the other thing,,,The apparent material of the pushed thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,2000ms,it was to imagine a scene of something pushing something,the floor or surface,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),4.0,,,,The size of the pulled thing,The trajectory of the pulled thing,5.0,,A person who pulled the thing,1.0,,The type of the thing being pulled (e.g. what object was it?),3.0,,The type of the other thing (e.g. what object was it?),2.0,,,,The color of the pulled thing,,,The color of the other thing,,,The apparent material of the pulled thing,Pull,500ms,We were asked to create a mental image based upon an audio prompt provided to us only once (we could not replay the audio).,Color of item,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),7.0,,The size of the pulled thing,1.0,,The trajectory of the pulled thing,4.0,,A person who pulled the thing,6.0,,The type of the thing being pulled (e.g. what object was it?),2.0,,The type of the other thing (e.g. what object was it?),5.0,,The color of the pulled thing,8.0,,,,The color of the other thing,The apparent material of the pulled thing,3.0,,Pull,1000ms,"Listen to a 1 second description of a scene to imagine, then say whether various things were a part of the scene as you imagined it.",The material of the pulled thing,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),4.0,,,,The weight of the pushed thing,The direction of movement of the pushed thing,5.0,,A surface/table/floor,1.0,,,,The type of the thing being pushed (e.g. what object was it?),,,The type of the other thing (e.g. what object was it?),The color of the pushed thing,2.0,,The color of the other thing,3.0,,,,The apparent material of the pushed thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,1000ms,I was given an audio description and then asked to use my imagination to create a mental image for one second. Then I identified and ranked the properties associated with the mental image I created,the color of the thing being pushed,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),1.0,,,,The weight of the pushed thing,The direction of movement of the pushed thing,4.0,,A surface/table/floor,5.0,,The type of the thing being pushed (e.g. what object was it?),6.0,,The type of the other thing (e.g. what object was it?),3.0,,The color of the pushed thing,7.0,,The color of the other thing,2.0,,,,The apparent material of the pushed thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,1000ms,imagining something and what you imagined about it after listening to way too much audio instructions,the weight of the thing,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),4.0,,,,The weight of the pushed thing,The direction of movement of the pushed thing,6.0,,A surface/table/floor,3.0,,The type of the thing being pushed (e.g. what object was it?),5.0,,The type of the other thing (e.g. what object was it?),1.0,,,,The color of the pushed thing,,,The color of the other thing,The apparent material of the pushed thing,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,500ms,To listen to an audio description and rank what I imagined,The weight of the item I imagined,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),4.0,,The size of the pulled thing,3.0,,The trajectory of the pulled thing,7.0,,,,A person who pulled the thing,The type of the thing being pulled (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),8.0,,The color of the pulled thing,2.0,,The color of the other thing,5.0,,The apparent material of the pulled thing,6.0,,Pull,2000ms,"I had two seconds to imagine a scenario being described, and then had to list and rank in which order I imagined them on the following page.","the color of the thing, the material of the thing, the trajectory",,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),,,The size of the pulled thing,The trajectory of the pulled thing,5.0,,A person who pulled the thing,4.0,,The type of the thing being pulled (e.g. what object was it?),3.0,,The type of the other thing (e.g. what object was it?),2.0,,,,The color of the pulled thing,,,The color of the other thing,The apparent material of the pulled thing,1.0,,Pull,1000ms,imagine a scene and rank what I envisioned,The color of the pulled thing,,2.0,1.0,3.0,1.0
The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),5.0,,The size of the dropped thing,4.0,,The trajectory of the dropped thing,6.0,,,,A person who dropped the thing,The type of the thing being dropped (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),7.0,,The color of the dropped thing,3.0,,The color of the other thing,8.0,,The apparent material of the dropped thing,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,500ms,I was given a very short window of time to imagine a scene that was described in an audio into the blank box on the screen and then answer honestly what I saw in my imagination by dragging descriptions of what happened in my mind's eye into the appropriate boxes and organize the order in which they played out in my scene,the color of the thing dropped,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),The size of the pulled thing,7.0,,The trajectory of the pulled thing,6.0,,,,A person who pulled the thing,The type of the thing being pulled (e.g. what object was it?),2.0,,The type of the other thing (e.g. what object was it?),4.0,,The color of the pulled thing,3.0,,The color of the other thing,1.0,,The apparent material of the pulled thing,5.0,,Pull,1000ms,My task was to imagine a thing being pulled out of another thing and answer questions about it.,The trajectory of the thing being pulled,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),The weight of the pushed thing,1.0,,The direction of movement of the pushed thing,3.0,,A surface/table/floor,2.0,,The type of the thing being pushed (e.g. what object was it?),4.0,,The type of the other thing (e.g. what object was it?),5.0,,,,The color of the pushed thing,,,The color of the other thing,,,The apparent material of the pushed thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,500ms,Create mental image based on audio instructions,Color,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),,,The weight of the pushed thing,,,The direction of movement of the pushed thing,A surface/table/floor,5.0,,The type of the thing being pushed (e.g. what object was it?),2.0,,The type of the other thing (e.g. what object was it?),1.0,,The color of the pushed thing,3.0,,,,The color of the other thing,The apparent material of the pushed thing,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,250ms,Imagine a task where I was pushing one thing with another thing.,The color of the object.,,2.0,1.0,3.0,1.0
